Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,116,116
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,734,767
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2084,2084
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1646,1824
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4364,4369
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,86P,86P
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,894,1013
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1669,1669
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,676,728
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),860,860
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,3816,4265
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),6397,9767
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,900,906
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1897,2201
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),4821,4821
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,614,1067
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),1798,1798
Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,791,791
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5592,7324
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12440,12764
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1177,1306
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2535,2535
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3111,3574
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4613,6882
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1296,2182
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2239,2239
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,844,119P
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),370P,370P
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,7291,8932
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),12891,14278
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1720,1790
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3832,3832
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3090,4134
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),7147,7199
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2205,2339
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),2851,2851
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,450P,461P
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),753P,753P
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,OPEN,Gender-Neutral,8236,10358
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,OPEN,Female-only (including Supernumerary),16428,18150
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,EWS,Gender-Neutral,1256,2062
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,EWS,Female-only (including Supernumerary),3646,3646
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,OBC-NCL,Gender-Neutral,4293,4812
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,OBC-NCL,Female-only (including Supernumerary),6084,8222
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,SC,Gender-Neutral,2428,2754
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,SC,Female-only (including Supernumerary),3408,3408
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,ST,Gender-Neutral,56P,574P
Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",AI,ST,Female-only (including Supernumerary),1124P,1124P
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,10896,15569
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Female-only (including Supernumerary),12822,15610
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,2147,2705
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Female-only (including Supernumerary),3477,3477
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,4580,5558
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Female-only (including Supernumerary),6530,7284
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,2003,2916
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Female-only (including Supernumerary),2711,2711
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,960,220P
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,ST,Female-only (including Supernumerary),1111P,1111P
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4028,6205
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7967,10557
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1310,1349
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1783,1783
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1920,3464
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6577,6577
Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1916,2153
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2388,2388
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,217P,260P
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6572,7342
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),10650,12219
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1485,1748
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2619,3857
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),6465,6465
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1967,2247
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),2636,2636
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,451P,472P
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),800P,800P
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2481,3642
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6351,8226
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,139P,139P
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,594,698
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1562,1562
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1453,1829
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3776,4386
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,667,1290
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),736,1357
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,424,635
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),942,942
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,3671,4462
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),9127,9454
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,959,1062
Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),1780,1780
